pt_id,ndvi,rainfall_mm,dist_to_water,elevation,slope,curvature_profile,twi,drainage_density,lulc_dw,label,year
1381,0.72108393907547,3189.158886909485,450.0,11,1.4213060140609741,-4.11308392029326e-07,7.840304664036169,0.6875493541569879,3,1,2017
1384,0.5174357295036316,2881.8108263015747,1328.834075421006,11,3.052107572555542,-6.6504927728054866e-06,9.736650561650249,0.0,4,1,2017
1408,0.3862466812133789,1609.6909028291702,1408.7228258248676,18,1.9112874269485474,1.4019691382606678e-06,7.542023191017357,0.0,6,1,2017
1417,0.6085191965103149,1793.5889551639557,254.55844122715712,17,2.313101053237915,-2.5685374482122814e-07,9.430484594798283,0.6302535746439055,4,1,2017
1422,0.35341042280197144,2014.6352603435516,201.24611797498108,13,1.4224544763565063,2.5706774501832886e-08,8.831229007683243,0.6589014644004466,4,1,2017
1433,0.5301318168640137,3387.0326598882675,284.60498941515414,6,2.3150393962860107,2.055899681060737e-07,7.836288515083899,0.6589014644004466,3,1,2017
1435,0.36369165778160095,3775.936935186386,254.55844122715712,7,1.0544085502624512,7.712032350549863e-08,7.409132924641059,0.8021409131831525,4,1,2017
1441,0.13165681064128876,3980.716852426529,1772.7944043232987,7,0.9559096097946167,-7.712032350549863e-08,10.432020781392147,0.0,3,1,2017
1444,0.002238065004348755,3610.094515323639,1260.0,6,2.1068191528320312,-4.6586252019857565e-07,10.181009928414078,0.0,0,1,2017
1454,0.13800804316997528,3552.8664095401764,685.4195795277518,8,0.0,-1.607426567205401e-08,12.799118750918351,0.34377467707849396,0,1,2017
1486,0.4928215444087982,1738.1425483226776,2476.226968595569,20,2.1108081340789795,-3.337709128512045e-07,7.441265606874419,0.0,4,1,2017
1493,0.2885134518146515,1651.1187324523926,1337.9461872586655,13,2.8452720642089844,4.721898782128853e-07,8.09190461609573,0.0,4,1,2017
1502,0.225692018866539,2615.218573331833,648.9992295835181,7,2.315426826477051,1.9810875946191316e-06,11.178367645552193,0.6016056848873643,4,1,2014
1508,0.443545937538147,2572.6210181713104,900.0,12,0.9559096097946167,-2.2164014691625226e-07,7.835825710226551,0.11459155902616464,4,1,2014
1514,0.05144161358475685,3952.6792662143707,886.3972021616494,4,2.8455257415771484,-7.856740827956636e-07,7.4423707065966145,0.08594366926962349,0,1,2017
1519,-0.31956571340560913,3808.0838491916656,576.2811813689564,0,3.960639238357544,-1.2052051802548803e-06,8.528538967427764,0.25783100780887047,0,1,2017
1530,0.5072236657142639,3771.135204076767,774.2092740338364,6,4.322091102600098,-4.604187304249956e-07,7.071895753171289,0.544309905374282,4,1,2017
1534,0.414108544588089,1565.553183545304,810.0,17,3.166616201400757,-2.7241081898066154e-07,7.439887490804416,0.20053522829578813,4,1,2017
1559,0.06480227410793304,1997.4355561733246,763.6753236814712,20,0.9559096097946167,-1.0283780637473121e-07,8.0963892420841,0.2864788975654116,7,1,2018
1568,0.42485806345939636,2109.6414738182375,956.7131231461185,25,3.315194606781006,-1.931309755621195e-06,7.403511874078029,0.08594366926962349,6,1,2018
1573,0.5425981283187866,2115.623951960899,324.49961479175903,26,2.1166656017303467,0.0,7.435771948917863,0.48701412586119974,6,1,2018
1595,0.046018991619348526,2240.8409390449524,648.9992295835181,19,3.0547916889190674,1.8191160091772527e-06,6.5970804679358,0.716197243913529,7,1,2018
1611,0.1437550187110901,2240.8409390449524,1620.0,23,0.9559096097946167,0.0,8.22949115201404,0.0,7,1,2018
1613,0.3726501762866974,2249.2768263816833,1272.7922061357856,26,1.4283286333084106,-4.111799362121474e-07,8.519504743917432,0.0,4,1,2018
